gen.1,gen.2,gen.3,gen.6,gen.8
14.932233952881003,-22.58713301990753,0.0,0.0,4.836166854923956
15.117688248291625,-23.25877682240457,0.0,0.0,4.491763063856556
15.25206669815293,-23.63989116643477,0.0,0.0,4.321587684083584
15.344552253322663,-23.797485832249226,0.0,0.0,4.285026711289483
15.404994053990542,-23.79676513925824,0.0,0.0,4.342312577954182
15.443542911486524,-23.70217846008301,0.0,0.0,4.453974742238335
15.470408149411949,-23.57811144455181,0.0,0.0,4.5804864233644835
15.495733592899143,-23.489225817248506,0.0,0.0,4.682102696672658
15.529592827431028,-23.500447061309494,0.0,0.0,4.718890872967393
15.576071453166541,-23.645666887747424,0.0,0.0,4.667121000722208
15.615245708580527,-23.83479830627733,0.0,0.0,4.567894025727034
15.621066300737398,-23.947086501436964,0.0,0.0,4.478382370867159
15.567367836114467,-23.862113653414085,0.0,0.0,4.455543493723155
15.441556768314157,-23.509192722683373,0.0,0.0,4.539165727740436
15.284902686488733,-23.0170551680392,0.0,0.0,4.700605539142913
15.151857745899388,-22.56488208766078,0.0,0.0,4.894037942369842
15.096405812850925,-22.332852828680732,0.0,0.0,5.073352359145096
15.133356170108073,-22.402848696704776,0.0,0.0,5.201265458404894
15.12245885453279,-22.4624085154683,0.0,0.0,5.27671916999218
14.885215892421396,-22.10066020559933,0.0,0.0,5.307703947389321
14.245120513647603,-20.90172029814319,0.0,0.0,5.3027294449629405
13.112218700691805,-18.61086870873197,0.0,0.0,5.27886282571434
11.724270544240966,-15.672785820801874,0.0,0.0,5.281516758581764
20.979025223265907,-15.002838678337305,0.0,-15.645743374427614,8.48391019563069
19.875120589827382,-12.984619904463798,0.0,-15.450149780818712,8.617272669924263
19.321854391345436,-12.244882839511249,0.0,-15.071171282204366,8.829587737915089
19.186185472064455,-12.426276246467118,0.0,-14.603619641437405,9.079564266798311
19.253211816901388,-12.945888453895122,0.0,-14.176014852358499,9.313476175098383
19.309304274786875,-13.223558947936468,0.0,-13.91930569197979,9.476164874357238
19.18337865233394,-12.815470097547212,0.0,-13.92122826468292,9.531250133822214
18.873977398913475,-11.80689342652969,0.0,-14.090834065877353,9.521374202393702
18.422247693565104,-10.412789935409556,0.0,-14.292146949329652,9.509244095527361
17.86947060950794,-8.850131827343894,0.0,-14.390215957245877,9.557099062011792
17.271375386775283,-7.333396382458957,0.0,-14.294252221563204,9.70471999628597
16.740128305119725,-6.05498552046793,0.0,-14.08538328436353,9.904438018144475
16.400062891717255,-5.20865697917678,0.0,-13.888371824764196,10.086294828055625
16.374310315767243,-4.993684602818178,0.0,-13.829016551838489,10.17970825797773
16.733596535163077,-5.514253214859565,0.0,-13.991861150280464,10.136684024878658
17.336181454667333,-6.4982818136804354,0.0,-14.296609712020743,9.999834214918824
17.985324397804387,-7.582351988344513,0.0,-14.62244486977604,9.834219361017425
18.480317251612238,-8.41150059130974,0.0,-14.850144609623571,9.704220785518597
18.672810895807263,-8.733843661717266,0.0,-14.895848619924438,9.656114704372841
18.635622132077863,-8.678092943248085,0.0,-14.811412525271534,9.66648107444473
18.498000684840342,-8.464691863175855,0.0,-14.682016236387835,9.6947680060171
18.389173718337076,-8.314066727503722,0.0,-14.59298277222112,9.70039754317351
18.40782755471324,-8.393933210885852,0.0,-14.608375360730573,9.653882550694476
18.532634247620386,-8.658427278981598,0.0,-14.706495098293754,9.570213904624977
18.7124695391593,-9.00833394281949,0.0,-14.844248897138073,9.475442971417758
18.895980585531415,-9.344999101018914,0.0,-14.978706241906497,9.395515868184017
19.041189987475203,-9.590393695711914,0.0,-15.07492487563026,9.35073389187455
19.144714632101714,-9.745796739033018,0.0,-15.129008124096305,9.33933910873675
19.212890765272803,-9.831965461393857,0.0,-15.144712350140516,9.35413050759091
19.25212393150209,-9.869496602682702,0.0,-15.12575282686845,9.387935168257677
19.27264555806322,-9.883993331935969,0.0,-15.081578318846162,9.430922390958736
19.29977083264701,-9.921325372276911,0.0,-15.044559545749625,9.46262243844833
19.36257728753123,-10.032422525375186,0.0,-15.052813555510738,9.459888795161282
19.49024136627073,-10.26802238773383,0.0,-15.144390085122076,9.399610549164448
19.700574566468624,-10.658697618331114,0.0,-15.34093961946996,9.268786591310986
19.965208626625603,-11.156784776216057,0.0,-15.599847331803778,9.094095803803997
20.24391065383851,-11.695916273526823,0.0,-15.862937666987273,8.91185633723662
20.49591681229743,-12.21082062144523,0.0,-16.07265047803977,8.758045468843392
20.68161256630195,-12.638710622074758,0.0,-16.184878576901166,8.660393278264673
20.767641754606498,-12.923383289064002,0.0,-16.2071984788501,8.614857390694459
20.72245907317435,-13.010070711151062,0.0,-16.15980524946704,8.609616235578278
20.514944788419662,-12.843297724067945,0.0,-16.062716651865507,8.632936410572212
20.13261595282345,-12.39966213071689,0.0,-15.931916591558892,8.673486329407162
19.63496542057362,-11.788826298860041,0.0,-15.767975033675421,8.721182599434455
19.098765852274983,-11.15542302966378,0.0,-15.567780129713878,8.766145525085701
18.599813691484542,-10.64697648269177,0.0,-15.328447262690206,8.798334210129328
18.1947268270672,-10.367136069674014,0.0,-15.052869399927296,8.81141494933387
17.86752001982977,-10.235907224736152,0.0,-14.766498811560156,8.814216074337786
17.58454987469271,-10.127044203075183,0.0,-14.500767038693976,8.819273833825662
17.312458347986343,-9.914331280967374,0.0,-14.287574962028682,8.839013903680245
17.02943212903595,-9.516496595904552,0.0,-14.150048404231919,8.880970350390921
16.758711701404774,-9.03140194976869,0.0,-14.07539440144086,8.933447488384639
16.534548082867637,-8.60192724569626,0.0,-14.04175450459054,8.979975124375187
16.391063910482337,-8.371763986339868,0.0,-14.027316452660223,9.00402820437404
16.353070157216678,-8.444417522304576,0.0,-14.015903872285186,8.99321746300633
16.408522268837352,-8.761860073934201,0.0,-14.013494092190166,8.951741725380199
16.536353835348507,-9.225308968224216,0.0,-14.03150945260699,8.887960730075326
16.715584216506038,-9.735588964817154,0.0,-14.08138096545648,8.810243899468466
16.941590190894804,-10.242777055429269,0.0,-14.170630774693734,8.724860242732142
17.27488106979706,-10.892139929142644,0.0,-14.291000999872566,8.629841062959263
17.792925908374436,-11.874799867597432,0.0,-14.43002188505275,8.521338435000422
18.57477319000343,-13.377292262658333,0.0,-14.57473379459161,8.395787019606772
19.66129645516931,-15.482977776569179,0.0,-14.715180751618508,8.253798867734826
20.932557223609773,-17.89138888652586,0.0,-14.856093814424177,8.11097645585541
11.735481483988499,-17.47936087361755,0.0,0.0,5.111619917109149
12.752758909559425,-19.597793242388157,0.0,0.0,4.959945670324119
13.502286877741849,-21.02037264916312,0.0,0.0,4.841671255800067
14.02022600283264,-21.885625892673694,0.0,0.0,4.747672156768541
14.3850373036989,-22.422718811889172,0.0,0.0,4.665252727985171
14.676832487008085,-22.85665534166884,0.0,0.0,4.581939223847542
14.960389220447892,-23.360401209798695,0.0,0.0,4.490303828744366
15.236006565902683,-23.906683477415676,0.0,0.0,4.402919196318802
15.487710050321382,-24.419158391444135,0.0,0.0,4.337236578435846
15.699344761050412,-24.82208529187378,0.0,0.0,4.310627166502298
15.860817412114505,-25.065421765801673,0.0,0.0,4.3324188499428224
15.986428333331922,-25.199455575295765,0.0,0.0,4.380100327272203
16.096693584804335,-25.29894191796143,0.0,0.0,4.423279059517123
16.212235084706204,-25.43841768371957,0.0,0.0,4.431523352801827
16.34761340743186,-25.670470141896644,0.0,0.0,4.384623134571282
16.4929007280019,-25.96155182168259,0.0,0.0,4.302903455052682
16.63192534071064,-26.25711779201098,0.0,0.0,4.216674425797043
16.748283053947883,-26.50313123516685,0.0,0.0,4.1561164201294005
16.828108209965876,-26.656497941257918,0.0,0.0,4.142778114549513
16.868272855740823,-26.716042658278816,0.0,0.0,4.164374605288614
16.868409022223457,-26.690786710255654,0.0,0.0,4.200273223348702
16.82819843866171,-26.58968271861287,0.0,0.0,4.229831143252495
16.75235471587288,-26.430750003716344,0.0,0.0,4.2385411719713115
16.665481345364007,-26.268003506578502,0.0,0.0,4.2362857731683174
16.59707648148215,-26.164455409433735,0.0,0.0,4.238985638541788
16.576606134915263,-26.183168798857565,0.0,0.0,4.262559652838531
16.602762042635938,-26.321298007646078,0.0,0.0,4.317322247392051
16.552354775906966,-26.315344125823625,0.0,0.0,4.391234642855084
16.27251136742792,-25.836563340831788,0.0,0.0,4.466705981617006
15.612364127769226,-24.551648555239808,0.0,0.0,4.5264852860932585
14.497235842918826,-22.271217003184248,0.0,0.0,4.560526767518134
13.138205870066106,-19.416181425333047,0.0,0.0,4.58362422022595
11.809929857302572,-16.576701733621764,0.0,0.0,4.6149816111650335
21.558809622503922,-16.160439486092734,0.0,-16.222060578412975,7.989509419904698
20.91998757778217,-15.205453444305768,0.0,-16.076055585304317,8.03088032886054
20.65587375493097,-15.07864280994798,0.0,-15.891668831996029,8.09465740197377
20.567384115428528,-15.344388710976062,0.0,-15.677744509578996,8.180311112825361
20.45723853240542,-15.563045049332665,0.0,-15.442681367945418,8.287543864489951
20.1717278884514,-15.382059776105645,0.0,-15.19415938415283,8.41521435778136
19.72663521348975,-14.798031455103395,0.0,-14.937368908410395,8.558827747879894
19.17936286474078,-13.8936715674758,0.0,-14.676957538963293,8.71308169923649
18.58669085137731,-12.751634549892504,0.0,-14.417678304908078,8.872693958635205
18.006490814433228,-11.468124124537784,0.0,-14.170991273271204,9.029802571674542
