gen.1,gen.2,gen.3,gen.6,gen.8
58.21650385876455,56.00000000104911,0.0,0.0,0.0
56.91201425318204,56.000000001024915,0.0,0.0,0.0
56.07877120698405,56.00000000100835,0.0,0.0,0.0
55.617744773900796,56.00000000040881,0.0,0.0,1.627470044258142e-10
55.42990500473751,56.00000000087545,0.0,0.0,1.335959316048207e-09
55.416221956509425,56.000000000876994,0.0,0.0,1.3380308230290243e-09
55.47766568088583,56.00000000087702,0.0,0.0,1.3383048025431446e-09
55.51520623238468,56.00000000099661,0.0,0.0,0.0
55.42981366187283,56.000000000994795,0.0,0.0,0.0
55.16939695753297,56.00000000098918,0.0,0.0,0.0
54.86949262171581,56.00000000098259,0.0,0.0,0.0
54.71251200314189,56.00000000020524,0.0,0.0,3.265021526410259e-10
54.88086644746745,56.00000000089342,0.0,0.0,1.3613491191816202e-09
55.483602082229176,56.00000000091193,0.0,0.0,1.3911429956886279e-09
56.336604688429155,56.00000000092573,0.0,0.0,1.4145372402145114e-09
57.18254502720392,56.000000001030116,0.0,0.0,0.0
57.764093855699564,56.00000000104096,0.0,0.0,0.0
57.97383689260862,56.00000000104477,0.0,0.0,0.0
58.30320094444872,56.00000000105065,0.0,0.0,0.0
59.39311868387921,56.00000000052854,0.0,0.0,8.166431914892102e-10
61.88452278315246,56.00000000100982,0.0,0.0,1.5603427725137309e-09
66.13840537192847,56.00000000108219,0.0,0.0,1.6872656437468864e-09
71.39790714311596,56.00000000117017,0.0,0.0,1.8458044389672703e-09
36.62718280614136,56.00000000056408,0.0,40.000000000794195,0.0
40.79038706562944,56.00000000030513,0.0,40.000000000432195,0.0
43.13634945324125,56.00000000018246,0.0,40.00000000025934,0.0
44.05026751877578,56.00000000014072,0.0,40.00000000020029,0.0
44.20084919027546,56.00000000019199,0.0,40.00000000027332,2.8683850153127096e-10
44.256802396948615,56.00000000019578,0.0,40.00000000027873,2.9250364241904033e-10
44.76860990610246,56.000000000200814,0.0,40.00000000028612,3.0029469057201324e-10
45.81498318872844,56.000000000205844,0.0,40.000000000293745,3.0837909234366195e-10
47.356972554119785,56.00000000020982,0.0,40.000000000300155,3.1523326081181015e-10
49.35562831150143,56.00000000021221,0.0,40.00000000030452,3.19983541123618e-10
51.683567251125325,56.00000000021286,0.0,40.00000000030658,3.2234798389562925e-10
53.86063736351058,56.000000000212324,0.0,40.0000000003069,3.2287498805856806e-10
55.318735100129544,56.000000000211536,0.0,40.000000000306486,3.2257343498976556e-10
55.489756912706305,56.00000000021134,0.0,40.000000000306294,3.223831151208003e-10
54.03965860125399,56.00000000021215,0.0,40.00000000030673,3.22705654978062e-10
51.567759675460564,56.000000000213305,0.0,40.00000000030715,3.229451643960444e-10
48.90600435530795,56.00000000021394,0.0,40.00000000030678,3.223128966658007e-10
46.88633686043913,56.00000000021373,0.0,40.000000000305526,3.2083385545269173e-10
46.11181269530965,56.00000000021331,0.0,40.00000000030456,3.197549584370164e-10
46.27305441485959,56.00000000021311,0.0,40.00000000030435,3.195447873245268e-10
46.83335415497909,56.000000000213,0.0,40.00000000030446,3.19705424364935e-10
47.25600405180838,56.00000000021287,0.0,40.00000000030446,3.1974115315486275e-10
47.13192851241831,56.000000000212715,0.0,40.000000000304176,3.1943452555330824e-10
46.560666440737286,56.00000000021252,0.0,40.00000000030363,3.188163311860791e-10
45.76843351184803,56.000000000212225,0.0,40.00000000030284,3.179175892997326e-10
44.98144540072257,56.00000000021181,0.0,40.0000000003019,3.1686873917161887e-10
44.38240095742946,56.00000000021142,0.0,40.000000000301064,3.15946340673966e-10
43.98064374236858,56.000000000211124,0.0,40.00000000030046,3.152839036949584e-10
